"Race recode (White, Black, Other)",Age recode with <1 year olds,Year of death recode,Sex,State,Count
3,0,14,2,16, 
3,0,14,2,17, 
3,0,14,2,18, 
3,0,14,2,19, 
3,0,14,2,20, 
3,0,14,2,21, 
3,0,14,2,22, 
3,0,14,2,23, 
3,0,14,2,24, 
3,0,14,2,25, 
3,0,14,2,26, 
3,0,14,2,27, 
3,0,14,2,28, 
3,0,14,2,29, 
3,0,14,2,30, 
3,0,14,2,31, 
3,0,14,2,32, 
3,0,14,2,33, 
3,0,14,2,34, 
3,0,14,2,35, 
3,0,14,2,36, 
3,0,14,2,37, 
3,0,14,2,38, 
3,0,14,2,39, 
3,0,14,2,40, 
3,0,14,2,41, 
3,0,14,2,42, 
3,0,14,2,43, 
3,0,14,2,44, 
3,0,14,2,45, 
3,0,14,2,46, 
3,0,14,2,47, 
3,0,14,2,48, 
3,0,14,2,49, 
3,0,14,2,50, 
3,0,14,2,51, 
3,0,15,0,0, 
3,0,15,0,1, 
3,0,15,0,2, 
3,0,15,0,3, 
3,0,15,0,4, 
3,0,15,0,5, 
3,0,15,0,6, 
3,0,15,0,7, 
3,0,15,0,8, 
3,0,15,0,9, 
3,0,15,0,10, 
3,0,15,0,11, 
3,0,15,0,12, 
3,0,15,0,13, 
3,0,15,0,14, 
3,0,15,0,15, 
3,0,15,0,16, 
3,0,15,0,17, 
3,0,15,0,18, 
3,0,15,0,19, 
3,0,15,0,20, 
3,0,15,0,21, 
3,0,15,0,22, 
3,0,15,0,23, 
3,0,15,0,24, 
3,0,15,0,25, 
3,0,15,0,26, 
3,0,15,0,27, 
3,0,15,0,28, 
3,0,15,0,29, 
3,0,15,0,30, 
3,0,15,0,31, 
3,0,15,0,32, 
3,0,15,0,33, 
3,0,15,0,34, 
3,0,15,0,35, 
3,0,15,0,36, 
3,0,15,0,37, 
3,0,15,0,38, 
3,0,15,0,39, 
3,0,15,0,40, 
3,0,15,0,41, 
3,0,15,0,42, 
3,0,15,0,43, 
3,0,15,0,44, 
3,0,15,0,45, 
3,0,15,0,46, 
3,0,15,0,47, 
3,0,15,0,48, 
3,0,15,0,49, 
3,0,15,0,50, 
3,0,15,0,51, 
3,0,15,1,0, 
3,0,15,1,1, 
3,0,15,1,2, 
3,0,15,1,3, 
3,0,15,1,4, 
3,0,15,1,5, 
3,0,15,1,6, 
3,0,15,1,7, 
3,0,15,1,8, 
3,0,15,1,9, 
3,0,15,1,10, 
3,0,15,1,11, 
3,0,15,1,12, 
3,0,15,1,13, 
3,0,15,1,14, 
3,0,15,1,15, 
3,0,15,1,16, 
3,0,15,1,17, 
3,0,15,1,18, 
3,0,15,1,19, 
3,0,15,1,20, 
3,0,15,1,21, 
3,0,15,1,22, 
3,0,15,1,23, 
3,0,15,1,24, 
3,0,15,1,25, 
3,0,15,1,26, 
3,0,15,1,27, 
3,0,15,1,28, 
3,0,15,1,29, 
3,0,15,1,30, 
3,0,15,1,31, 
3,0,15,1,32, 
3,0,15,1,33, 
3,0,15,1,34, 
3,0,15,1,35, 
3,0,15,1,36, 
3,0,15,1,37, 
3,0,15,1,38, 
3,0,15,1,39, 
3,0,15,1,40, 
3,0,15,1,41, 
3,0,15,1,42, 
3,0,15,1,43, 
3,0,15,1,44, 
3,0,15,1,45, 
3,0,15,1,46, 
3,0,15,1,47, 
3,0,15,1,48, 
3,0,15,1,49, 
3,0,15,1,50, 
3,0,15,1,51, 
3,0,15,2,0, 
3,0,15,2,1, 
3,0,15,2,2, 
3,0,15,2,3, 
3,0,15,2,4, 
3,0,15,2,5, 
3,0,15,2,6, 
3,0,15,2,7, 
3,0,15,2,8, 
3,0,15,2,9, 
3,0,15,2,10, 
3,0,15,2,11, 
3,0,15,2,12, 
3,0,15,2,13, 
3,0,15,2,14, 
3,0,15,2,15, 
3,0,15,2,16, 
3,0,15,2,17, 
3,0,15,2,18, 
3,0,15,2,19, 
3,0,15,2,20, 
3,0,15,2,21, 
3,0,15,2,22, 
3,0,15,2,23, 
3,0,15,2,24, 
3,0,15,2,25, 
3,0,15,2,26, 
3,0,15,2,27, 
3,0,15,2,28, 
3,0,15,2,29, 
3,0,15,2,30, 
3,0,15,2,31, 
3,0,15,2,32, 
3,0,15,2,33, 
3,0,15,2,34, 
3,0,15,2,35, 
3,0,15,2,36, 
3,0,15,2,37, 
3,0,15,2,38, 
3,0,15,2,39, 
3,0,15,2,40, 
3,0,15,2,41, 
3,0,15,2,42, 
3,0,15,2,43, 
3,0,15,2,44, 
3,0,15,2,45, 
3,0,15,2,46, 
3,0,15,2,47, 
3,0,15,2,48, 
3,0,15,2,49, 
3,0,15,2,50, 
3,0,15,2,51, 
3,0,16,0,0, 
3,0,16,0,1, 
3,0,16,0,2, 
3,0,16,0,3, 
3,0,16,0,4, 
3,0,16,0,5, 
3,0,16,0,6, 
3,0,16,0,7, 
3,0,16,0,8, 
3,0,16,0,9, 
3,0,16,0,10, 
3,0,16,0,11, 
3,0,16,0,12, 
3,0,16,0,13, 
3,0,16,0,14, 
3,0,16,0,15, 
3,0,16,0,16, 
3,0,16,0,17, 
3,0,16,0,18, 
3,0,16,0,19, 
3,0,16,0,20, 
3,0,16,0,21, 
3,0,16,0,22, 
3,0,16,0,23, 
3,0,16,0,24, 
3,0,16,0,25, 
3,0,16,0,26, 
3,0,16,0,27, 
3,0,16,0,28, 
3,0,16,0,29, 
3,0,16,0,30, 
3,0,16,0,31, 
3,0,16,0,32, 
3,0,16,0,33, 
3,0,16,0,34, 
3,0,16,0,35, 
3,0,16,0,36, 
3,0,16,0,37, 
3,0,16,0,38, 
3,0,16,0,39, 
3,0,16,0,40, 
3,0,16,0,41, 
3,0,16,0,42, 
3,0,16,0,43, 
3,0,16,0,44, 
3,0,16,0,45, 
3,0,16,0,46, 
3,0,16,0,47, 
3,0,16,0,48, 
3,0,16,0,49, 
3,0,16,0,50, 
3,0,16,0,51, 
3,0,16,1,0, 
3,0,16,1,1, 
3,0,16,1,2, 
3,0,16,1,3, 
3,0,16,1,4, 
3,0,16,1,5, 
3,0,16,1,6, 
3,0,16,1,7, 
3,0,16,1,8, 
3,0,16,1,9, 
3,0,16,1,10, 
3,0,16,1,11, 
3,0,16,1,12, 
3,0,16,1,13, 
3,0,16,1,14, 
3,0,16,1,15, 
3,0,16,1,16, 
3,0,16,1,17, 
3,0,16,1,18, 
3,0,16,1,19, 
3,0,16,1,20, 
3,0,16,1,21, 
3,0,16,1,22, 
3,0,16,1,23, 
3,0,16,1,24, 
3,0,16,1,25, 
3,0,16,1,26, 
3,0,16,1,27, 
3,0,16,1,28, 
3,0,16,1,29, 
3,0,16,1,30, 
3,0,16,1,31, 
3,0,16,1,32, 
3,0,16,1,33, 
3,0,16,1,34, 
3,0,16,1,35, 
3,0,16,1,36, 
3,0,16,1,37, 
3,0,16,1,38, 
3,0,16,1,39, 
3,0,16,1,40, 
3,0,16,1,41, 
3,0,16,1,42, 
3,0,16,1,43, 
3,0,16,1,44, 
3,0,16,1,45, 
3,0,16,1,46, 
3,0,16,1,47, 
3,0,16,1,48, 
3,0,16,1,49, 
3,0,16,1,50, 
3,0,16,1,51, 
3,0,16,2,0, 
3,0,16,2,1, 
3,0,16,2,2, 
3,0,16,2,3, 
3,0,16,2,4, 
3,0,16,2,5, 
3,0,16,2,6, 
3,0,16,2,7, 
3,0,16,2,8, 
3,0,16,2,9, 
3,0,16,2,10, 
3,0,16,2,11, 
3,0,16,2,12, 
3,0,16,2,13, 
3,0,16,2,14, 
3,0,16,2,15, 
3,0,16,2,16, 
3,0,16,2,17, 
3,0,16,2,18, 
3,0,16,2,19, 
3,0,16,2,20, 
3,0,16,2,21, 
3,0,16,2,22, 
3,0,16,2,23, 
3,0,16,2,24, 
3,0,16,2,25, 
3,0,16,2,26, 
3,0,16,2,27, 
3,0,16,2,28, 
3,0,16,2,29, 
3,0,16,2,30, 
3,0,16,2,31, 
3,0,16,2,32, 
3,0,16,2,33, 
3,0,16,2,34, 
3,0,16,2,35, 
3,0,16,2,36, 
3,0,16,2,37, 
3,0,16,2,38, 
3,0,16,2,39, 
3,0,16,2,40, 
3,0,16,2,41, 
3,0,16,2,42, 
3,0,16,2,43, 
3,0,16,2,44, 
3,0,16,2,45, 
3,0,16,2,46, 
3,0,16,2,47, 
3,0,16,2,48, 
3,0,16,2,49, 
3,0,16,2,50, 
3,0,16,2,51, 
3,1,0,0,0, 
3,1,0,0,1, 
3,1,0,0,2,18
3,1,0,0,3, 
3,1,0,0,4,106
3,1,0,0,5, 
3,1,0,0,6, 
3,1,0,0,7, 
3,1,0,0,8, 
3,1,0,0,9, 
3,1,0,0,10, 
3,1,0,0,11, 
3,1,0,0,12, 
3,1,0,0,13, 
3,1,0,0,14, 
3,1,0,0,15, 
3,1,0,0,16, 
3,1,0,0,17, 
3,1,0,0,18, 
3,1,0,0,19, 
3,1,0,0,20, 
3,1,0,0,21, 
3,1,0,0,22, 
3,1,0,0,23, 
3,1,0,0,24, 
3,1,0,0,25, 
3,1,0,0,26, 
3,1,0,0,27, 
3,1,0,0,28, 
3,1,0,0,29, 
3,1,0,0,30,10
3,1,0,0,31, 
3,1,0,0,32,27
3,1,0,0,33, 
3,1,0,0,34, 
3,1,0,0,35, 
3,1,0,0,36, 
3,1,0,0,37, 
3,1,0,0,38, 
3,1,0,0,39, 
3,1,0,0,40, 
3,1,0,0,41, 
3,1,0,0,42, 
3,1,0,0,43,15
3,1,0,0,44, 
3,1,0,0,45, 
3,1,0,0,46, 
3,1,0,0,47,17
3,1,0,0,48, 
3,1,0,0,49, 
3,1,0,0,50, 
3,1,0,0,51, 
3,1,0,1,0, 
3,1,0,1,1, 
3,1,0,1,2, 
3,1,0,1,3, 
3,1,0,1,4,60
3,1,0,1,5, 
3,1,0,1,6, 
3,1,0,1,7, 
3,1,0,1,8, 
3,1,0,1,9, 
3,1,0,1,10, 
3,1,0,1,11, 
3,1,0,1,12, 
3,1,0,1,13, 
3,1,0,1,14, 
3,1,0,1,15, 
3,1,0,1,16, 
3,1,0,1,17, 
3,1,0,1,18, 
3,1,0,1,19, 
3,1,0,1,20, 
3,1,0,1,21, 
3,1,0,1,22, 
3,1,0,1,23, 
3,1,0,1,24, 
3,1,0,1,25, 
3,1,0,1,26, 
3,1,0,1,27, 
3,1,0,1,28, 
3,1,0,1,29, 
3,1,0,1,30, 
3,1,0,1,31, 
3,1,0,1,32,15
3,1,0,1,33, 
3,1,0,1,34, 
3,1,0,1,35, 
3,1,0,1,36, 
3,1,0,1,37, 
3,1,0,1,38, 
3,1,0,1,39, 
3,1,0,1,40, 
3,1,0,1,41, 
3,1,0,1,42, 
3,1,0,1,43, 
3,1,0,1,44, 
3,1,0,1,45, 
3,1,0,1,46, 
3,1,0,1,47,11
3,1,0,1,48, 
3,1,0,1,49, 
3,1,0,1,50, 
3,1,0,1,51, 
3,1,0,2,0, 
3,1,0,2,1, 
3,1,0,2,2,10
3,1,0,2,3, 
3,1,0,2,4,46
3,1,0,2,5, 
3,1,0,2,6, 
3,1,0,2,7, 
3,1,0,2,8, 
3,1,0,2,9, 
3,1,0,2,10, 
3,1,0,2,11, 
3,1,0,2,12, 
3,1,0,2,13, 
3,1,0,2,14, 
3,1,0,2,15, 
3,1,0,2,16, 
3,1,0,2,17, 
3,1,0,2,18, 
3,1,0,2,19, 
3,1,0,2,20, 
3,1,0,2,21, 
3,1,0,2,22, 
3,1,0,2,23, 
3,1,0,2,24, 
3,1,0,2,25, 
3,1,0,2,26, 
3,1,0,2,27, 
3,1,0,2,28, 
3,1,0,2,29, 
3,1,0,2,30, 
3,1,0,2,31, 
3,1,0,2,32,12
3,1,0,2,33, 
3,1,0,2,34, 
3,1,0,2,35, 
3,1,0,2,36, 
3,1,0,2,37, 
3,1,0,2,38, 
3,1,0,2,39, 
3,1,0,2,40, 
3,1,0,2,41, 
3,1,0,2,42, 
3,1,0,2,43, 
3,1,0,2,44, 
3,1,0,2,45, 
3,1,0,2,46, 
3,1,0,2,47, 
3,1,0,2,48, 
3,1,0,2,49, 
3,1,0,2,50, 
3,1,0,2,51, 
3,1,1,0,0, 
3,1,1,0,1, 
3,1,1,0,2, 
3,1,1,0,3, 
3,1,1,0,4, 
3,1,1,0,5, 
3,1,1,0,6, 
3,1,1,0,7, 
3,1,1,0,8, 
3,1,1,0,9, 
3,1,1,0,10, 
3,1,1,0,11, 
3,1,1,0,12, 
3,1,1,0,13, 
3,1,1,0,14, 
3,1,1,0,15, 
3,1,1,0,16, 
3,1,1,0,17, 
3,1,1,0,18, 
3,1,1,0,19, 
3,1,1,0,20, 
3,1,1,0,21, 
3,1,1,0,22, 
3,1,1,0,23, 
3,1,1,0,24, 
3,1,1,0,25, 
3,1,1,0,26, 
3,1,1,0,27, 
3,1,1,0,28, 
3,1,1,0,29, 
3,1,1,0,30, 
3,1,1,0,31, 
3,1,1,0,32, 
3,1,1,0,33, 
3,1,1,0,34, 
3,1,1,0,35, 
3,1,1,0,36, 
3,1,1,0,37, 
3,1,1,0,38, 
3,1,1,0,39, 
3,1,1,0,40, 
3,1,1,0,41, 
3,1,1,0,42, 
3,1,1,0,43, 
3,1,1,0,44, 
3,1,1,0,45, 
3,1,1,0,46, 
3,1,1,0,47, 
3,1,1,0,48, 
3,1,1,0,49, 
3,1,1,0,50, 
3,1,1,0,51, 
3,1,1,1,0, 
3,1,1,1,1, 
3,1,1,1,2, 
3,1,1,1,3, 
3,1,1,1,4, 
3,1,1,1,5, 
3,1,1,1,6, 
3,1,1,1,7, 
3,1,1,1,8, 
3,1,1,1,9, 
3,1,1,1,10, 
3,1,1,1,11, 
3,1,1,1,12, 
3,1,1,1,13, 
3,1,1,1,14, 
3,1,1,1,15, 
3,1,1,1,16, 
3,1,1,1,17, 
3,1,1,1,18, 
3,1,1,1,19, 
3,1,1,1,20, 
3,1,1,1,21, 
3,1,1,1,22, 
3,1,1,1,23, 
3,1,1,1,24, 
3,1,1,1,25, 
3,1,1,1,26, 
3,1,1,1,27, 
3,1,1,1,28, 
3,1,1,1,29, 
3,1,1,1,30, 
3,1,1,1,31, 
3,1,1,1,32, 
3,1,1,1,33, 
3,1,1,1,34, 
3,1,1,1,35, 
3,1,1,1,36, 
3,1,1,1,37, 
3,1,1,1,38, 
3,1,1,1,39, 
3,1,1,1,40, 
3,1,1,1,41, 
3,1,1,1,42, 
3,1,1,1,43, 
3,1,1,1,44, 
3,1,1,1,45, 
3,1,1,1,46, 
3,1,1,1,47, 
3,1,1,1,48, 
3,1,1,1,49, 
3,1,1,1,50, 
3,1,1,1,51, 
3,1,1,2,0, 
3,1,1,2,1, 
3,1,1,2,2, 
3,1,1,2,3, 
3,1,1,2,4, 
3,1,1,2,5, 
3,1,1,2,6, 
3,1,1,2,7, 
3,1,1,2,8, 
3,1,1,2,9, 
3,1,1,2,10, 
3,1,1,2,11, 
3,1,1,2,12, 
3,1,1,2,13, 
3,1,1,2,14, 
3,1,1,2,15, 
3,1,1,2,16, 
3,1,1,2,17, 
3,1,1,2,18, 
3,1,1,2,19, 
3,1,1,2,20, 
3,1,1,2,21, 
3,1,1,2,22, 
3,1,1,2,23, 
3,1,1,2,24, 
3,1,1,2,25, 
3,1,1,2,26, 
3,1,1,2,27, 
3,1,1,2,28, 
3,1,1,2,29, 
3,1,1,2,30, 
3,1,1,2,31, 
3,1,1,2,32, 
3,1,1,2,33, 
3,1,1,2,34, 
3,1,1,2,35, 
3,1,1,2,36, 
3,1,1,2,37, 
3,1,1,2,38, 
3,1,1,2,39, 
3,1,1,2,40, 
3,1,1,2,41, 
3,1,1,2,42, 
3,1,1,2,43, 
3,1,1,2,44, 
3,1,1,2,45, 
3,1,1,2,46, 
3,1,1,2,47, 
3,1,1,2,48, 
3,1,1,2,49, 
3,1,1,2,50, 
3,1,1,2,51, 
3,1,2,0,0, 
3,1,2,0,1, 
3,1,2,0,2, 
3,1,2,0,3, 
3,1,2,0,4, 
3,1,2,0,5, 
3,1,2,0,6, 
3,1,2,0,7, 
3,1,2,0,8, 
3,1,2,0,9, 
3,1,2,0,10, 
3,1,2,0,11, 
3,1,2,0,12, 
3,1,2,0,13, 
3,1,2,0,14, 
3,1,2,0,15, 
3,1,2,0,16, 
3,1,2,0,17, 
3,1,2,0,18, 
3,1,2,0,19, 
3,1,2,0,20, 
3,1,2,0,21, 
3,1,2,0,22, 
3,1,2,0,23, 
3,1,2,0,24, 
3,1,2,0,25, 
3,1,2,0,26, 
3,1,2,0,27, 
3,1,2,0,28, 
3,1,2,0,29, 
3,1,2,0,30, 
3,1,2,0,31, 
3,1,2,0,32, 
3,1,2,0,33, 
3,1,2,0,34, 
3,1,2,0,35, 
3,1,2,0,36, 
3,1,2,0,37, 
3,1,2,0,38, 
3,1,2,0,39, 
3,1,2,0,40, 
3,1,2,0,41, 
3,1,2,0,42, 
3,1,2,0,43, 
3,1,2,0,44, 
3,1,2,0,45, 
3,1,2,0,46, 
3,1,2,0,47, 
3,1,2,0,48, 
3,1,2,0,49, 
3,1,2,0,50, 
3,1,2,0,51, 
3,1,2,1,0, 
3,1,2,1,1, 
3,1,2,1,2, 
3,1,2,1,3, 
3,1,2,1,4, 
3,1,2,1,5, 
3,1,2,1,6, 
3,1,2,1,7, 
3,1,2,1,8, 
3,1,2,1,9, 
3,1,2,1,10, 
3,1,2,1,11, 
3,1,2,1,12, 
3,1,2,1,13, 
3,1,2,1,14, 
3,1,2,1,15, 
3,1,2,1,16, 
3,1,2,1,17, 
3,1,2,1,18, 
3,1,2,1,19, 
3,1,2,1,20, 
3,1,2,1,21, 
3,1,2,1,22, 
3,1,2,1,23, 
3,1,2,1,24, 
3,1,2,1,25, 
3,1,2,1,26, 
3,1,2,1,27, 
3,1,2,1,28, 
3,1,2,1,29, 
3,1,2,1,30, 
3,1,2,1,31, 
3,1,2,1,32, 
3,1,2,1,33, 
3,1,2,1,34, 
3,1,2,1,35, 
3,1,2,1,36, 
3,1,2,1,37, 
3,1,2,1,38, 
3,1,2,1,39, 
3,1,2,1,40, 
3,1,2,1,41, 
3,1,2,1,42, 
3,1,2,1,43, 
3,1,2,1,44, 
3,1,2,1,45, 
3,1,2,1,46, 
3,1,2,1,47, 
3,1,2,1,48, 
3,1,2,1,49, 
3,1,2,1,50, 
3,1,2,1,51, 
3,1,2,2,0, 
3,1,2,2,1, 
3,1,2,2,2, 
3,1,2,2,3, 
3,1,2,2,4, 
3,1,2,2,5, 
3,1,2,2,6, 
3,1,2,2,7, 
3,1,2,2,8, 
3,1,2,2,9, 
3,1,2,2,10, 
3,1,2,2,11, 
3,1,2,2,12, 
3,1,2,2,13, 
3,1,2,2,14, 
3,1,2,2,15, 
3,1,2,2,16, 
3,1,2,2,17, 
3,1,2,2,18, 
3,1,2,2,19, 
3,1,2,2,20, 
3,1,2,2,21, 
3,1,2,2,22, 
3,1,2,2,23, 
3,1,2,2,24, 
3,1,2,2,25, 
3,1,2,2,26, 
3,1,2,2,27, 
3,1,2,2,28, 
3,1,2,2,29, 
3,1,2,2,30, 
3,1,2,2,31, 
3,1,2,2,32, 
3,1,2,2,33, 
3,1,2,2,34, 
3,1,2,2,35, 
3,1,2,2,36, 
3,1,2,2,37, 
3,1,2,2,38, 
3,1,2,2,39, 
3,1,2,2,40, 
3,1,2,2,41, 
3,1,2,2,42, 
3,1,2,2,43, 
3,1,2,2,44, 
3,1,2,2,45, 
3,1,2,2,46, 
3,1,2,2,47, 
3,1,2,2,48, 
3,1,2,2,49, 
3,1,2,2,50, 
3,1,2,2,51, 
3,1,3,0,0, 
3,1,3,0,1, 
3,1,3,0,2, 
3,1,3,0,3, 
3,1,3,0,4, 
3,1,3,0,5, 
3,1,3,0,6, 
3,1,3,0,7, 
3,1,3,0,8, 
3,1,3,0,9, 
3,1,3,0,10, 
3,1,3,0,11, 
3,1,3,0,12, 
3,1,3,0,13, 
3,1,3,0,14, 
3,1,3,0,15, 
3,1,3,0,16, 
3,1,3,0,17, 
3,1,3,0,18, 
3,1,3,0,19, 
3,1,3,0,20, 
3,1,3,0,21, 
3,1,3,0,22, 
3,1,3,0,23, 
3,1,3,0,24, 
3,1,3,0,25, 
3,1,3,0,26, 
3,1,3,0,27, 
3,1,3,0,28, 
3,1,3,0,29, 
3,1,3,0,30, 
3,1,3,0,31, 
3,1,3,0,32, 
3,1,3,0,33, 
3,1,3,0,34, 
3,1,3,0,35, 
3,1,3,0,36, 
3,1,3,0,37, 
3,1,3,0,38, 
3,1,3,0,39, 
3,1,3,0,40, 
3,1,3,0,41, 
3,1,3,0,42, 
3,1,3,0,43, 
3,1,3,0,44, 
3,1,3,0,45, 
3,1,3,0,46, 
3,1,3,0,47, 
3,1,3,0,48, 
3,1,3,0,49, 
3,1,3,0,50, 
3,1,3,0,51, 
3,1,3,1,0, 
3,1,3,1,1, 
3,1,3,1,2, 
3,1,3,1,3, 
3,1,3,1,4, 
3,1,3,1,5, 
3,1,3,1,6, 
3,1,3,1,7, 
3,1,3,1,8, 
3,1,3,1,9, 
3,1,3,1,10, 
3,1,3,1,11, 
3,1,3,1,12, 
3,1,3,1,13, 
3,1,3,1,14, 
3,1,3,1,15, 
3,1,3,1,16, 
3,1,3,1,17, 
3,1,3,1,18, 
3,1,3,1,19, 
3,1,3,1,20, 
3,1,3,1,21, 
3,1,3,1,22, 
3,1,3,1,23, 
3,1,3,1,24, 
3,1,3,1,25, 
3,1,3,1,26, 
3,1,3,1,27, 
3,1,3,1,28, 
3,1,3,1,29, 
3,1,3,1,30, 
3,1,3,1,31, 
3,1,3,1,32, 
3,1,3,1,33, 
3,1,3,1,34, 
3,1,3,1,35, 
3,1,3,1,36, 
3,1,3,1,37, 
3,1,3,1,38, 
3,1,3,1,39, 
3,1,3,1,40, 
3,1,3,1,41, 
3,1,3,1,42, 
3,1,3,1,43, 
3,1,3,1,44, 
3,1,3,1,45, 
3,1,3,1,46, 
3,1,3,1,47, 
3,1,3,1,48, 
3,1,3,1,49, 
3,1,3,1,50, 
3,1,3,1,51, 
3,1,3,2,0, 
3,1,3,2,1, 
3,1,3,2,2, 
3,1,3,2,3, 
3,1,3,2,4, 
3,1,3,2,5, 
3,1,3,2,6, 
3,1,3,2,7, 
3,1,3,2,8, 
3,1,3,2,9, 
3,1,3,2,10, 
3,1,3,2,11, 
3,1,3,2,12, 
3,1,3,2,13, 
3,1,3,2,14, 
3,1,3,2,15, 
3,1,3,2,16, 
3,1,3,2,17, 
3,1,3,2,18, 
3,1,3,2,19, 
3,1,3,2,20, 
3,1,3,2,21, 
3,1,3,2,22, 
3,1,3,2,23, 
3,1,3,2,24, 
3,1,3,2,25, 
3,1,3,2,26, 
3,1,3,2,27, 
3,1,3,2,28, 
3,1,3,2,29, 
3,1,3,2,30, 
3,1,3,2,31, 
3,1,3,2,32, 
3,1,3,2,33, 
3,1,3,2,34, 
3,1,3,2,35, 
3,1,3,2,36, 
3,1,3,2,37, 
3,1,3,2,38, 
3,1,3,2,39, 
3,1,3,2,40, 
3,1,3,2,41, 
3,1,3,2,42, 
3,1,3,2,43, 
3,1,3,2,44, 
3,1,3,2,45, 
3,1,3,2,46, 
3,1,3,2,47, 
3,1,3,2,48, 
3,1,3,2,49, 
3,1,3,2,50, 
3,1,3,2,51, 
3,1,4,0,0, 
3,1,4,0,1, 
3,1,4,0,2, 
3,1,4,0,3, 
3,1,4,0,4, 
3,1,4,0,5, 
3,1,4,0,6, 
3,1,4,0,7, 
3,1,4,0,8, 
3,1,4,0,9, 
3,1,4,0,10, 
3,1,4,0,11, 
3,1,4,0,12, 
3,1,4,0,13, 
3,1,4,0,14, 
3,1,4,0,15, 
3,1,4,0,16, 
3,1,4,0,17, 
3,1,4,0,18, 
3,1,4,0,19, 
3,1,4,0,20, 
3,1,4,0,21, 
3,1,4,0,22, 
3,1,4,0,23, 
3,1,4,0,24, 
3,1,4,0,25, 
3,1,4,0,26, 
3,1,4,0,27, 
3,1,4,0,28, 
3,1,4,0,29, 
3,1,4,0,30, 
3,1,4,0,31, 
3,1,4,0,32, 
3,1,4,0,33, 
3,1,4,0,34, 
3,1,4,0,35, 
3,1,4,0,36, 
3,1,4,0,37, 
3,1,4,0,38, 
3,1,4,0,39, 
3,1,4,0,40, 
3,1,4,0,41, 
3,1,4,0,42, 
3,1,4,0,43, 
3,1,4,0,44, 
3,1,4,0,45, 
3,1,4,0,46, 
3,1,4,0,47, 
3,1,4,0,48, 
3,1,4,0,49, 
3,1,4,0,50, 
3,1,4,0,51, 
3,1,4,1,0, 
3,1,4,1,1, 
3,1,4,1,2, 
3,1,4,1,3, 
3,1,4,1,4, 
3,1,4,1,5, 
3,1,4,1,6, 
3,1,4,1,7, 
3,1,4,1,8, 
3,1,4,1,9, 
3,1,4,1,10, 
3,1,4,1,11, 
3,1,4,1,12, 
3,1,4,1,13, 
3,1,4,1,14, 
3,1,4,1,15, 
3,1,4,1,16, 
3,1,4,1,17, 
3,1,4,1,18, 
3,1,4,1,19, 
3,1,4,1,20, 
3,1,4,1,21, 
3,1,4,1,22, 
3,1,4,1,23, 
3,1,4,1,24, 
3,1,4,1,25, 
3,1,4,1,26, 
3,1,4,1,27, 
3,1,4,1,28, 
3,1,4,1,29, 
3,1,4,1,30, 
3,1,4,1,31, 
3,1,4,1,32, 
3,1,4,1,33, 
3,1,4,1,34, 
3,1,4,1,35, 
3,1,4,1,36, 
3,1,4,1,37, 
3,1,4,1,38, 
3,1,4,1,39, 
3,1,4,1,40, 
3,1,4,1,41, 
3,1,4,1,42, 
3,1,4,1,43, 
3,1,4,1,44, 
3,1,4,1,45, 
3,1,4,1,46, 
3,1,4,1,47, 
3,1,4,1,48, 
3,1,4,1,49, 
3,1,4,1,50, 
3,1,4,1,51, 
3,1,4,2,0, 
3,1,4,2,1, 
3,1,4,2,2, 
3,1,4,2,3, 
3,1,4,2,4, 
3,1,4,2,5, 
3,1,4,2,6, 
3,1,4,2,7, 
3,1,4,2,8, 
3,1,4,2,9, 
3,1,4,2,10, 
3,1,4,2,11, 
3,1,4,2,12, 
3,1,4,2,13, 
3,1,4,2,14, 
3,1,4,2,15, 
3,1,4,2,16, 
3,1,4,2,17, 
3,1,4,2,18, 
3,1,4,2,19, 
3,1,4,2,20, 
3,1,4,2,21, 
3,1,4,2,22, 
3,1,4,2,23, 
3,1,4,2,24, 
3,1,4,2,25, 
3,1,4,2,26, 
3,1,4,2,27, 
3,1,4,2,28, 
3,1,4,2,29, 
3,1,4,2,30, 
3,1,4,2,31, 
3,1,4,2,32, 
3,1,4,2,33, 
3,1,4,2,34, 
3,1,4,2,35, 
3,1,4,2,36, 
3,1,4,2,37, 
3,1,4,2,38, 
3,1,4,2,39, 
3,1,4,2,40, 
3,1,4,2,41, 
3,1,4,2,42, 
3,1,4,2,43, 
3,1,4,2,44, 
3,1,4,2,45, 
3,1,4,2,46, 
3,1,4,2,47, 
3,1,4,2,48, 
3,1,4,2,49, 
3,1,4,2,50, 
3,1,4,2,51, 
3,1,5,0,0, 
3,1,5,0,1, 
3,1,5,0,2, 
3,1,5,0,3, 
3,1,5,0,4, 
3,1,5,0,5, 
3,1,5,0,6, 
3,1,5,0,7, 
3,1,5,0,8, 
3,1,5,0,9, 
3,1,5,0,10, 
3,1,5,0,11, 
3,1,5,0,12, 
3,1,5,0,13, 
3,1,5,0,14, 
3,1,5,0,15, 
3,1,5,0,16, 
3,1,5,0,17, 
3,1,5,0,18, 
3,1,5,0,19, 
3,1,5,0,20, 
3,1,5,0,21, 
3,1,5,0,22, 
3,1,5,0,23, 
3,1,5,0,24, 
3,1,5,0,25, 
3,1,5,0,26, 
3,1,5,0,27, 
3,1,5,0,28, 
3,1,5,0,29, 
3,1,5,0,30, 
3,1,5,0,31, 
3,1,5,0,32, 
3,1,5,0,33, 
3,1,5,0,34, 
